id_season,player_id,season_name,country,championship_name,player_code,player_href,attacking_overall__apps,attacking_overall__mins,attacking_overall__goals,attacking_overall__xg,attacking_overall__goals_vs_xg,attacking_overall__shots,attacking_overall__sot,attacking_overall__conv_pct,attacking_overall__xg_per_shot,attacking_non_penalty__goals,attacking_non_penalty__xg,attacking_non_penalty__goals_vs_xg,attacking_non_penalty__shots,attacking_non_penalty__sot,attacking_non_penalty__conv_pct,attacking_non_penalty__xg_per_shot,passing_overall__open_play_passes__total,passing_overall__open_play_passes__successful,passing_overall__open_play_passes__pct,passing_overall__in_final_third__total,passing_overall__in_final_third__successful,passing_overall__in_final_third__pct,passing_overall__crosses__total,passing_overall__crosses__successful,passing_overall__crosses__pct,passing_overall__through_balls,passing_chance creation__assists__total,passing_chance creation__assists__op,passing_chance creation__chances_created__total,passing_chance creation__chances_created__op,passing_chance creation__xa__total,passing_chance creation__xa__op,defending_overall__tackles,defending_overall__interceptions,defending_overall__pos_won,defending_overall__blocks,defending_overall__clearances,defending_overall__ground_duels__total,defending_overall__ground_duels__won,defending_overall__ground_duels__pct,defending_overall__aerial_duels__total,defending_overall__aerial_duels__won,defending_overall__aerial_duels__pct,defending_discipline__yellows,defending_discipline__reds,defending_discipline__fouls,defending_discipline__pens,carrying__all_carries__total,carrying__all_carries__distance_(m),carrying__all_carries__avg_(m),carrying__progressive__total,carrying__progressive__distance_(m),carrying__progressive__avg_(m),carrying__ended_with__shot,carrying__ended_with__goal,carrying__ended_with__chance,carrying__ended_with__assist,dob,age,current_club,affiliation,position,goalkeeping__apps,goalkeeping__mins,goalkeeping__goals_conceded,goalkeeping__saves_made,goalkeeping__save_pct,goalkeeping__xgot_conceded,goalkeeping__goals_prevented,goalkeeping__gp_rate
4,547027,2025/26,Angleterre,Premier League,habib diarra,/football/player/sc-547027/habib-diarra,17.0,1347.0,0.13,0.21,-0.08,1.4,0.53,9.52,0.15,0.07,0.16,-0.09,1.34,0.47,5.0,0.12,27.8,22.72,81.7,10.09,7.48,74.2,1.74,0.13,7.7,0.2,0.07,0.07,0.33,0.27,0.04,0.04,0.94,0.27,3.01,0.0,0.87,6.55,3.07,46.9,1.4,0.67,47.6,0.33,0.0,1.27,0.0,9.49,104.3,11.0,5.08,54.0,0.7,0.53,0.0,0.2,0.07,"January 03, 2004",22.0,Sunderland,Senegal,Midfielder,,,,,,,,
4,451340,2025/26,Angleterre,Premier League,kaoru mitoma,/football/player/sc-451340/kaoru-mitoma,23.0,1573.0,0.17,0.21,-0.04,1.6,0.74,10.71,0.13,0.17,0.21,-0.04,1.6,0.74,10.71,0.13,29.69,24.32,81.9,14.53,11.73,80.7,2.17,0.46,21.1,0.0,0.06,0.06,1.66,1.6,0.16,0.16,0.97,0.51,3.2,0.06,0.97,8.81,3.43,39.0,1.89,0.8,42.4,0.17,0.0,1.6,0.0,13.05,164.8,12.6,8.58,102.7,0.7,0.4,0.0,0.69,0.0,"May 20, 1997",28.0,Brighton,Japan,Midfielder,,,,,,,,
4,466052,2025/26,Angleterre,Premier League,rayan cherki,/football/player/sc-466052/rayan-cherki,28.0,1559.0,0.23,0.21,0.02,2.66,0.69,8.7,0.08,0.23,0.21,0.02,2.66,0.69,8.7,0.08,65.47,56.57,86.4,30.77,24.02,78.0,1.5,0.46,30.8,1.39,0.58,0.52,3.12,2.02,0.45,0.4,1.39,0.4,4.91,0.06,0.35,12.01,5.77,48.1,0.4,0.06,14.3,0.06,0.0,0.87,0.0,23.96,273.0,11.4,12.07,135.9,0.7,1.21,0.06,0.87,0.35,"August 17, 2003",22.0,Man City,France,Midfielder,,,,,,,,
4,450070,2025/26,Angleterre,Premier League,crysencio summerville,/football/player/sc-450070/crysencio-summerville,27.0,2122.0,0.21,0.21,0.01,2.08,0.64,10.2,0.1,0.21,0.21,0.01,2.08,0.64,10.2,0.1,23.24,19.26,82.8,9.54,7.08,74.2,1.06,0.25,24.0,0.13,0.04,0.04,0.98,0.85,0.12,0.1,1.44,0.59,4.41,0.13,1.27,11.07,5.51,49.8,0.81,0.3,36.8,0.17,0.0,1.95,0.0,13.61,181.0,13.3,7.3,83.8,0.5,0.93,0.08,0.47,0.04,"October 30, 2001",24.0,West Ham,Netherlands,Attacker,,,,,,,,
4,247412,2025/26,Angleterre,Premier League,jorgen strand larsen,/football/player/sc-247412/jorgen-strand-larsen,31.0,2018.0,0.18,0.2,-0.03,1.61,0.54,11.11,0.13,0.13,0.13,0.0,1.52,0.45,8.82,0.09,18.33,11.91,65.0,6.82,3.97,58.2,0.13,0.0,0.0,0.13,0.04,0.04,0.4,0.36,0.03,0.03,0.36,0.18,1.47,0.27,1.47,5.62,1.43,25.4,7.27,3.03,41.7,0.18,0.0,2.14,0.0,2.99,30.0,10.0,1.34,12.2,0.4,0.22,0.0,0.0,0.0,"February 06, 2000",26.0,Crystal Palace,Norway,Attacker,,,,,,,,
4,91889,2025/26,Angleterre,Premier League,niclas fullkrug,/football/player/sc-91889/niclas-fullkrug,8.0,408.0,0.0,0.2,-0.2,1.99,0.66,0.0,0.1,0.0,0.2,-0.2,1.99,0.66,0.0,0.1,20.51,12.57,61.3,9.04,3.97,43.9,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1.54,0.05,0.05,0.44,0.44,2.21,0.22,0.88,4.19,0.66,15.8,11.03,3.97,36.0,0.0,0.0,2.43,0.0,1.54,15.0,9.7,0.66,0.5,0.2,0.0,0.0,0.0,0.0,"February 09, 1993",33.0,Milan,Germany,Attacker,,,,,,,,
4,153682,2025/26,Angleterre,Premier League,harry wilson,/football/player/sc-153682/harry-wilson,32.0,2536.0,0.35,0.2,0.15,2.59,0.85,13.7,0.08,0.35,0.2,0.15,2.59,0.85,13.7,0.08,25.41,20.48,80.6,11.18,8.41,75.2,1.42,0.35,25.0,0.32,0.21,0.11,1.21,0.57,0.16,0.1,0.92,0.53,2.77,0.11,1.67,5.18,2.73,52.7,0.89,0.18,20.0,0.25,0.0,0.46,0.0,8.8,99.6,11.3,3.9,32.5,0.3,0.89,0.11,0.32,0.07,"March 22, 1997",29.0,Fulham,Wales,Attacker,,,,,,,,
4,440993,2025/26,Angleterre,Premier League,iliman ndiaye,/football/player/sc-440993/iliman-ndiaye,28.0,2426.0,0.22,0.2,0.02,1.26,0.67,17.65,0.16,0.15,0.14,0.01,1.19,0.59,12.5,0.12,31.79,26.71,84.0,13.62,10.68,78.5,1.85,0.26,14.0,0.11,0.11,0.11,1.0,0.89,0.16,0.16,2.37,0.52,6.08,0.07,0.63,12.06,6.01,49.8,1.48,0.37,25.0,0.07,0.0,1.04,0.0,15.77,192.0,12.2,8.05,77.6,0.4,0.56,0.07,0.41,0.04,"March 06, 2000",26.0,Everton,Senegal,Attacker,,,,,,,,
4,178186,2025/26,Angleterre,Premier League,jarrod bowen,/football/player/sc-178186/jarrod-bowen,34.0,3047.0,0.24,0.2,0.04,2.16,0.71,10.96,0.09,0.21,0.17,0.03,2.13,0.68,9.72,0.08,21.18,15.63,73.8,10.07,6.68,66.3,2.39,0.35,14.8,0.15,0.3,0.18,1.12,0.65,0.14,0.11,1.36,0.8,4.25,0.15,1.09,9.16,4.22,46.1,2.27,0.8,35.1,0.15,0.0,0.53,0.0,10.78,144.4,13.4,7.44,95.2,0.4,0.71,0.03,0.47,0.12,"December 20, 1996",29.0,West Ham,England,Attacker,,,,,,,,
4,218328,2025/26,Angleterre,Premier League,samuel chukwueze,/football/player/sc-218328/samuel-chukwueze,20.0,938.0,0.29,0.2,0.09,2.3,0.67,12.5,0.09,0.29,0.2,0.09,2.3,0.67,12.5,0.09,33.77,24.56,72.7,16.5,10.17,61.6,3.36,0.77,22.9,0.38,0.38,0.38,2.11,1.73,0.31,0.31,0.58,0.58,5.18,0.1,0.96,7.39,3.26,44.2,1.63,0.67,41.2,0.0,0.0,0.48,0.0,16.12,173.8,10.8,8.16,78.9,0.9,0.67,0.1,1.06,0.29,"May 22, 1999",26.0,Fulham,Nigeria,Attacker,,,,,,,,
4,114243,2025/26,Angleterre,Premier League,jacob murphy,/football/player/sc-114243/jacob-murphy,29.0,1429.0,0.19,0.2,-0.01,2.52,0.76,7.5,0.08,0.19,0.2,-0.01,2.52,0.76,7.5,0.08,28.15,20.53,72.9,14.04,9.57,68.2,6.61,1.39,20.9,0.25,0.06,0.06,1.2,1.13,0.16,0.16,0.94,0.19,2.71,0.13,0.88,6.49,2.71,41.7,1.07,0.38,35.3,0.13,0.0,0.57,0.06,11.34,117.8,10.4,5.86,56.5,0.6,1.07,0.13,0.13,0.0,"February 24, 1995",31.0,Newcastle,England,Midfielder,,,,,,,,
4,472769,2025/26,Angleterre,Premier League,nico o reilly,/football/player/sc-472769/nico-o-reilly,31.0,2378.0,0.19,0.2,-0.01,1.36,0.53,13.89,0.14,0.19,0.2,-0.01,1.36,0.53,13.89,0.14,46.1,39.89,86.5,13.28,10.82,81.5,1.25,0.34,27.3,0.04,0.11,0.11,0.79,0.68,0.09,0.09,2.5,0.76,3.56,0.38,2.38,8.55,3.9,45.6,3.03,1.67,55.0,0.15,0.0,1.51,0.0,12.79,149.5,11.7,7.42,86.9,0.4,0.23,0.04,0.19,0.0,"March 21, 2005",21.0,Man City,England,Midfielder,,,,,,,,
4,488024,2025/26,Angleterre,Premier League,yeremy pino,/football/player/sc-488024/yeremy-pino,30.0,1896.0,0.09,0.2,-0.1,1.95,0.52,4.88,0.1,0.09,0.2,-0.1,1.95,0.52,4.88,0.1,36.08,26.96,74.7,16.19,10.21,63.0,1.33,0.14,10.7,0.85,0.05,0.0,2.09,1.61,0.27,0.2,1.61,0.38,4.51,0.05,0.85,8.73,3.47,39.7,2.71,0.95,35.1,0.19,0.0,1.38,0.0,9.11,97.9,10.7,4.84,50.2,0.5,0.24,0.0,0.52,0.0,"October 20, 2002",23.0,Crystal Palace,Spain,Midfielder,,,,,,,,
4,244850,2025/26,Angleterre,Premier League,morgan rogers,/football/player/sc-244850/morgan-rogers,34.0,3015.0,0.27,0.2,0.07,2.36,0.93,11.39,0.08,0.27,0.2,0.07,2.36,0.93,11.39,0.08,29.22,22.09,75.6,14.63,10.54,72.0,1.34,0.09,6.7,0.54,0.15,0.15,1.25,1.1,0.12,0.12,1.04,0.39,3.73,0.06,0.84,9.61,3.46,36.0,2.48,0.78,31.3,0.18,0.0,1.28,0.03,11.43,134.1,11.7,6.09,68.6,0.3,0.81,0.09,0.39,0.03,"July 26, 2002",23.0,Aston Villa,England,Attacker,,,,,,,,
4,461199,2025/26,Angleterre,Premier League,romaine mundle,/football/player/sc-461199/romaine-mundle,14.0,400.0,0.0,0.19,-0.19,1.58,0.45,0.0,0.12,0.0,0.19,-0.19,1.58,0.45,0.0,0.12,23.4,20.02,85.6,9.0,7.2,80.0,2.48,0.45,18.2,0.0,0.0,0.0,0.23,0.23,0.11,0.11,1.13,0.23,4.95,0.0,1.35,12.38,4.28,34.5,1.8,1.13,62.5,0.23,0.0,1.58,0.0,13.5,164.2,12.2,4.95,49.2,2.2,0.67,0.0,0.0,0.0,"April 24, 2003",22.0,Sunderland,England,Attacker,,,,,,,,
4,61256,2025/26,Angleterre,Premier League,casemiro,/football/player/sc-61256/casemiro,32.0,2417.0,0.34,0.19,0.14,1.79,0.63,18.75,0.11,0.34,0.19,0.14,1.79,0.63,18.75,0.11,55.78,45.24,81.1,14.97,10.43,69.7,0.63,0.15,23.5,0.48,0.07,0.07,1.19,1.12,0.11,0.11,3.13,1.04,4.88,0.93,2.57,8.34,4.54,54.5,3.98,1.97,49.5,0.3,0.04,1.64,0.0,9.09,81.4,9.0,4.77,42.9,0.3,0.19,0.04,0.07,0.0,"February 23, 1992",34.0,Man Utd,Brazil,Midfielder,,,,,,,,
4,158499,2025/26,Angleterre,Premier League,ryan christie,/football/player/sc-158499/ryan-christie,24.0,924.0,0.19,0.19,0.01,2.44,0.78,8.0,0.08,0.19,0.19,0.01,2.44,0.78,8.0,0.08,49.29,38.08,77.3,19.68,13.15,66.8,1.07,0.19,18.2,0.49,0.0,0.0,0.97,0.88,0.08,0.07,2.34,1.07,5.65,0.39,1.66,11.88,5.94,50.0,2.53,1.27,50.0,0.29,0.0,1.56,0.1,16.85,203.9,12.1,8.57,105.1,1.2,0.49,0.1,0.29,0.0,"February 22, 1995",31.0,Bournemouth,Scotland,Midfielder,,,,,,,,
4,195546,2025/26,Angleterre,Premier League,emiliano buendia,/football/player/sc-195546/emiliano-buendia,32.0,1563.0,0.29,0.18,0.1,2.53,0.58,11.36,0.07,0.29,0.18,0.1,2.53,0.58,11.36,0.07,34.55,28.04,81.2,15.03,11.63,77.4,0.46,0.0,0.0,0.23,0.12,0.06,1.44,1.32,0.12,0.12,2.25,0.58,5.7,0.23,1.04,10.83,4.89,45.2,3.17,1.15,36.4,0.35,0.0,2.13,0.0,9.1,99.3,10.9,4.72,49.4,0.6,0.35,0.12,0.4,0.0,"December 25, 1996",29.0,Aston Villa,Argentina,Midfielder,,,,,,,,
4,499604,2025/26,Angleterre,Premier League,rayan,/football/player/sc-499604/rayan,11.0,797.0,0.34,0.18,0.16,2.03,0.68,16.67,0.09,0.34,0.18,0.16,2.03,0.68,16.67,0.09,26.99,21.0,77.8,12.42,8.92,71.8,2.26,0.34,15.0,0.11,0.23,0.23,1.36,1.13,0.17,0.17,0.9,0.45,3.27,0.0,1.13,5.98,2.48,41.5,4.97,2.15,43.2,0.11,0.0,0.68,0.11,11.97,173.6,14.5,7.23,98.1,1.5,1.02,0.11,1.02,0.23,"August 03, 2006",19.0,Bournemouth,Brazil,Attacker,,,,,,,,
4,511499,2025/26,Angleterre,Premier League,mathys tel,/football/player/sc-511499/mathys-tel,27.0,1005.0,0.27,0.18,0.09,2.51,0.63,10.71,0.07,0.27,0.18,0.09,2.51,0.63,10.71,0.07,22.39,17.1,76.4,9.94,7.07,71.2,2.87,0.72,25.0,0.0,0.0,0.0,1.97,1.25,0.13,0.1,1.61,0.27,5.1,0.09,0.81,13.88,6.45,46.5,3.85,1.07,27.9,0.0,0.0,1.25,0.0,16.66,208.5,12.5,9.49,95.6,0.9,0.9,0.09,0.54,0.0,"April 27, 2005",20.0,Spurs,France,Attacker,,,,,,,,
4,550615,2025/26,Angleterre,Premier League,tyrique george,/football/player/sc-550615/tyrique-george,12.0,298.0,0.0,0.18,-0.18,2.72,1.21,0.0,0.07,0.0,0.18,-0.18,2.72,1.21,0.0,0.07,27.79,22.35,80.4,11.78,9.66,82.0,2.11,0.91,42.9,0.0,0.0,0.0,0.3,0.3,0.21,0.21,1.81,0.3,3.62,0.0,0.0,10.27,3.32,32.4,0.91,0.3,33.3,0.6,0.0,2.42,0.0,13.29,130.2,9.8,5.13,29.7,1.7,0.91,0.0,0.3,0.0,"February 04, 2006",20.0,Everton,England,Attacker,,,,,,,,
4,550839,2025/26,Angleterre,Premier League,wilson odobert,/football/player/sc-550839/wilson-odobert,24.0,980.0,0.0,0.18,-0.18,2.02,0.73,0.0,0.09,0.0,0.18,-0.18,2.02,0.73,0.0,0.09,29.85,25.35,84.9,15.15,12.58,83.0,2.57,0.73,28.6,0.09,0.18,0.09,1.84,1.65,0.11,0.11,0.92,0.09,4.96,0.0,1.19,7.99,4.04,50.6,1.56,0.46,29.4,0.0,0.0,0.18,0.0,15.06,188.0,12.5,9.28,102.8,1.0,0.37,0.0,0.83,0.0,"November 28, 2004",21.0,Spurs,France,Attacker,,,,,,,,
4,466075,2025/26,Angleterre,Premier League,riccardo calafiori,/football/player/sc-466075/riccardo-calafiori,22.0,1455.0,0.06,0.18,-0.12,1.73,0.37,3.57,0.1,0.06,0.18,-0.12,1.73,0.37,3.57,0.1,40.33,34.45,85.4,11.51,9.96,86.6,1.3,0.19,14.3,0.0,0.12,0.06,0.31,0.19,0.03,0.03,1.92,0.87,3.96,0.12,2.97,5.94,3.22,54.2,4.21,2.47,58.8,0.31,0.0,1.55,0.0,10.33,115.2,11.2,5.57,57.9,0.6,0.37,0.0,0.06,0.0,"May 19, 2002",23.0,Arsenal,Italy,Defender,,,,,,,,
4,536661,2025/26,Angleterre,Premier League,nilson angulo,/football/player/sc-536661/nilson-angulo,5.0,257.0,0.0,0.18,-0.18,1.05,0.7,0.0,0.17,0.0,0.18,-0.18,1.05,0.7,0.0,0.17,14.36,9.81,68.3,7.7,4.55,59.1,1.4,0.0,0.0,0.0,0.0,0.0,0.7,0.35,0.03,0.02,2.45,0.7,2.1,0.0,2.8,12.61,4.9,38.9,2.45,0.7,28.6,0.0,0.0,2.45,0.0,7.7,94.5,12.3,5.6,62.5,3.9,0.35,0.0,0.0,0.0,"June 19, 2003",22.0,Sunderland,Ecuador,Attacker,,,,,,,,
4,445122,2025/26,Angleterre,Premier League,jurrien timber,/football/player/sc-445122/jurrien-timber,30.0,2457.0,0.11,0.17,-0.06,0.92,0.26,12.0,0.19,0.11,0.17,-0.06,0.92,0.26,12.0,0.19,39.74,33.88,85.3,15.9,12.6,79.3,1.68,0.22,13.0,0.33,0.18,0.18,0.99,0.77,0.06,0.06,2.42,0.88,3.55,0.22,1.94,7.22,3.92,54.3,2.2,1.47,66.7,0.18,0.0,1.39,0.0,8.86,95.6,10.8,5.49,57.1,0.4,0.04,0.0,0.29,0.04,"June 17, 2001",24.0,Arsenal,Netherlands,Defender,,,,,,,,
4,494307,2025/26,Angleterre,Premier League,max alleyne,/football/player/sc-494307/max-alleyne,2.0,135.0,0.0,0.17,-0.17,1.33,0.67,0.0,0.13,0.0,0.17,-0.17,1.33,0.67,0.0,0.13,85.33,80.0,93.8,10.0,8.67,86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.04,0.04,2.0,2.67,2.67,0.0,2.67,5.33,4.0,75.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,24.67,332.8,13.5,14.0,166.9,8.0,0.0,0.0,0.0,0.0,"July 21, 2005",20.0,Man City,England,Defender,,,,,,,,
4,159533,2025/26,Angleterre,Premier League,adama traore,/football/player/sc-159533/adama-traore,23.0,361.0,0.0,0.17,-0.17,1.75,0.25,0.0,0.1,0.0,0.17,-0.17,1.75,0.25,0.0,0.1,24.68,19.45,78.8,13.21,10.22,77.4,5.73,1.0,17.4,0.25,0.0,0.0,0.75,0.75,0.14,0.14,0.25,0.0,3.49,0.0,0.5,11.47,5.24,45.7,3.49,0.25,7.1,0.25,0.0,1.75,0.0,14.46,213.9,14.8,10.72,142.5,3.3,0.75,0.0,0.0,0.0,"January 25, 1996",30.0,West Ham,Spain,Attacker,,,,,,,,
4,427637,2025/26,Angleterre,Premier League,brenden aaronson,/football/player/sc-427637/brenden-aaronson,33.0,2235.0,0.16,0.17,-0.01,1.73,0.64,9.3,0.1,0.16,0.17,-0.01,1.73,0.64,9.3,0.1,24.72,19.85,80.3,9.42,6.93,73.5,1.41,0.36,25.7,0.2,0.2,0.2,1.25,1.05,0.13,0.13,1.85,0.52,4.83,0.12,0.64,11.52,4.83,42.0,2.78,0.93,33.3,0.08,0.0,0.77,0.04,9.66,113.3,11.7,5.23,58.4,0.4,0.44,0.04,0.32,0.08,"October 22, 2000",25.0,Leeds,USA,Midfielder,,,,,,,,
4,577725,2025/26,Angleterre,Premier League,josh king,/football/player/sc-577725/josh-king,28.0,1223.0,0.07,0.17,-0.1,1.77,0.74,4.17,0.1,0.07,0.17,-0.1,1.77,0.74,4.17,0.1,22.74,17.96,79.0,9.42,6.84,72.7,0.81,0.0,0.0,0.0,0.15,0.15,0.96,0.81,0.04,0.04,1.84,0.22,3.97,0.29,0.96,8.61,4.86,56.4,1.55,0.22,14.3,0.22,0.0,0.81,0.0,12.36,173.1,14.0,7.29,100.3,1.0,0.52,0.0,0.22,0.0,"January 03, 2007",19.0,Fulham,England,Midfielder,,,,,,,,
4,224024,2025/26,Angleterre,Premier League,lucas paqueta,/football/player/sc-224024/lucas-paqueta,18.0,1521.0,0.24,0.17,0.07,1.36,0.65,17.39,0.12,0.12,0.07,0.04,1.24,0.53,9.52,0.06,46.69,35.98,77.1,18.58,12.01,64.7,1.18,0.18,15.0,0.59,0.06,0.06,1.36,1.07,0.12,0.08,2.31,0.47,4.5,0.36,1.01,10.41,5.03,48.3,5.27,2.25,42.7,0.3,0.06,1.66,0.06,9.53,93.5,9.8,4.14,32.1,0.5,0.12,0.06,0.06,0.0,,,,,,,,,,,,,
4,444180,2025/26,Angleterre,Premier League,jaidon anthony,/football/player/sc-444180/jaidon-anthony,33.0,2383.0,0.26,0.17,0.1,1.81,0.76,14.58,0.09,0.26,0.17,0.1,1.81,0.76,14.58,0.09,28.63,22.77,79.5,10.61,7.67,72.2,1.66,0.34,20.4,0.11,0.04,0.04,1.28,1.13,0.1,0.1,1.44,0.57,4.76,0.26,0.91,9.29,4.04,43.5,1.25,0.42,33.3,0.15,0.0,0.76,0.04,11.9,138.4,11.6,6.5,71.2,0.4,0.68,0.11,0.38,0.0,"December 01, 1999",26.0,Burnley,England,Attacker,,,,,,,,
4,433312,2025/26,Angleterre,Premier League,marshall munetsi,/football/player/sc-433312/marshall-munetsi,13.0,873.0,0.1,0.17,-0.06,1.44,0.62,7.14,0.11,0.1,0.17,-0.06,1.44,0.62,7.14,0.11,17.42,11.03,63.3,8.66,4.85,56.0,1.44,0.31,21.4,0.0,0.1,0.1,0.31,0.21,0.04,0.04,2.16,0.72,2.06,0.21,3.09,8.04,3.61,44.9,6.6,3.09,46.9,0.21,0.0,1.96,0.0,3.92,45.3,11.6,2.78,30.1,1.1,0.21,0.0,0.0,0.0,"June 22, 1996",29.0,Paris FC,Zimbabwe,Midfielder,,,,,,,,
4,484420,2025/26,Angleterre,Premier League,enzo le fee,/football/player/sc-484420/enzo-le-fee,32.0,2575.0,0.14,0.16,-0.02,1.01,0.31,13.79,0.16,0.03,0.05,-0.02,0.87,0.17,4.0,0.06,33.55,27.33,81.5,12.02,8.7,72.4,1.29,0.31,24.3,0.42,0.17,0.14,1.5,0.94,0.16,0.12,2.62,0.94,4.61,0.38,1.19,8.25,4.19,50.8,2.38,0.59,25.0,0.17,0.0,0.98,0.0,9.47,93.0,9.8,4.16,30.3,0.3,0.24,0.0,0.1,0.0,"February 03, 2000",26.0,Sunderland,France,Midfielder,,,,,,,,
4,247632,2025/26,Angleterre,Premier League,pedro neto,/football/player/sc-247632/pedro-neto,32.0,2489.0,0.18,0.16,0.02,1.59,0.43,11.36,0.1,0.18,0.16,0.02,1.59,0.43,11.36,0.1,32.29,28.1,87.0,16.56,13.89,83.8,3.87,0.72,18.7,0.11,0.14,0.11,1.77,1.34,0.24,0.19,0.58,0.22,2.89,0.0,0.47,7.2,3.0,41.7,1.16,0.29,25.0,0.07,0.04,0.54,0.0,16.92,221.1,13.1,9.29,115.7,0.5,0.58,0.0,0.8,0.07,"March 09, 2000",26.0,Chelsea,Portugal,Attacker,,,,,,,,
4,184754,2025/26,Angleterre,Premier League,hwang hee chan,/football/player/sc-184754/hwang-hee-chan,23.0,1194.0,0.15,0.16,-0.01,1.21,0.45,12.5,0.14,0.08,0.1,-0.03,1.13,0.38,6.67,0.09,24.65,18.62,75.5,9.5,6.48,68.3,0.83,0.15,18.2,0.15,0.08,0.08,0.75,0.6,0.07,0.07,0.68,0.6,3.02,0.0,1.13,6.26,2.41,38.6,1.13,0.38,33.3,0.23,0.0,1.88,0.0,8.52,101.1,11.9,4.45,43.3,0.7,0.23,0.0,0.38,0.08,"January 26, 1996",30.0,Wolves,Korea Republic,Attacker,,,,,,,,
4,477424,2025/26,Angleterre,Premier League,josko gvardiol,/football/player/sc-477424/josko-gvardiol,16.0,1304.0,0.14,0.16,-0.02,1.1,0.35,12.5,0.15,0.14,0.16,-0.02,1.1,0.35,12.5,0.15,68.81,61.7,89.7,16.08,13.11,81.5,0.14,0.07,50.0,0.21,0.14,0.07,0.28,0.14,0.05,0.05,1.24,0.9,3.38,0.55,4.14,3.45,1.86,54.0,3.17,1.79,56.5,0.14,0.0,1.1,0.07,20.43,227.1,11.1,11.73,129.6,0.8,0.14,0.0,0.0,0.0,"January 23, 2002",24.0,Man City,Croatia,Defender,,,,,,,,
4,513466,2025/26,Angleterre,Premier League,merlin rohl,/football/player/sc-513466/merlin-rohl,12.0,358.0,0.0,0.16,-0.16,1.76,0.0,0.0,0.09,0.0,0.16,-0.16,1.76,0.0,0.0,0.09,27.91,20.61,73.9,9.8,6.28,64.1,1.01,0.5,50.0,0.0,0.0,0.0,1.26,1.26,0.04,0.04,4.53,0.5,5.03,0.5,1.51,13.83,6.03,43.6,6.28,3.02,48.0,0.0,0.0,2.26,0.0,8.04,117.5,14.6,4.78,80.2,4.2,0.5,0.0,0.5,0.0,"July 05, 2002",23.0,Everton,Germany,Midfielder,,,,,,,,
4,184341,2025/26,Angleterre,Premier League,mason mount,/football/player/sc-184341/mason-mount,20.0,845.0,0.32,0.16,0.16,1.92,0.53,16.67,0.08,0.32,0.16,0.16,1.92,0.53,16.67,0.08,36.32,29.18,80.3,17.04,13.74,80.6,1.07,0.0,0.0,0.64,0.0,0.0,1.38,1.28,0.15,0.14,1.7,0.43,4.79,0.0,0.64,7.78,3.2,41.1,2.02,0.64,31.6,0.11,0.0,1.49,0.0,7.67,81.5,10.6,3.94,36.8,1.0,0.32,0.0,0.21,0.0,"January 10, 1999",27.0,Man Utd,England,Midfielder,,,,,,,,
4,485337,2025/26,Angleterre,Premier League,evann guessand,/football/player/sc-485337/evann-guessand,19.0,887.0,0.1,0.16,-0.06,1.12,0.61,9.09,0.14,0.1,0.16,-0.06,1.12,0.61,9.09,0.14,17.96,14.71,81.9,7.71,5.99,77.6,1.12,0.0,0.0,0.0,0.2,0.2,0.51,0.3,0.09,0.09,2.44,0.51,4.26,0.3,0.91,13.19,5.78,43.8,2.33,1.01,43.5,0.0,0.0,1.52,0.0,8.42,107.3,12.7,4.77,55.2,1.2,0.0,0.0,0.0,0.0,"July 01, 2001",24.0,Crystal Palace,Côte d'Ivoire,Attacker,,,,,,,,
4,493362,2025/26,Angleterre,Premier League,xavi simons,/football/player/sc-493362/xavi-simons,28.0,1757.0,0.1,0.16,-0.06,2.15,0.51,4.76,0.07,0.1,0.16,-0.06,2.15,0.51,4.76,0.07,41.08,34.06,82.9,17.36,13.22,76.1,0.97,0.2,21.1,0.41,0.26,0.2,1.74,1.28,0.2,0.17,1.74,0.77,4.46,0.05,0.61,10.65,5.43,51.0,1.9,0.61,32.4,0.26,0.05,1.08,0.0,13.93,181.5,13.0,7.43,94.7,0.7,0.61,0.1,0.46,0.0,"April 21, 2003",22.0,Spurs,Netherlands,Midfielder,,,,,,,,
4,200617,2025/26,Angleterre,Premier League,daniel james,/football/player/sc-200617/daniel-james,15.0,409.0,0.0,0.15,-0.15,2.2,0.44,0.0,0.07,0.0,0.15,-0.15,2.2,0.44,0.0,0.07,20.9,13.42,64.2,11.44,7.48,65.4,9.24,1.1,11.9,0.22,0.0,0.0,1.76,1.76,0.13,0.13,1.1,0.22,3.96,0.0,0.44,7.04,3.74,53.1,1.1,0.44,40.0,0.0,0.0,0.22,0.0,14.52,166.9,11.5,8.58,92.3,2.4,0.88,0.0,0.88,0.0,"November 10, 1997",28.0,Leeds,Wales,Midfielder,,,,,,,,
4,463936,2025/26,Angleterre,Premier League,jamie gittens,/football/player/sc-463936/jamie-gittens,16.0,490.0,0.0,0.15,-0.15,1.84,0.37,0.0,0.08,0.0,0.15,-0.15,1.84,0.37,0.0,0.08,27.37,21.67,79.2,12.49,9.0,72.1,2.39,0.55,23.1,0.37,0.37,0.37,1.65,1.29,0.17,0.17,1.47,0.37,2.76,0.18,0.55,9.0,5.33,59.2,1.84,0.55,30.0,0.0,0.0,1.1,0.0,14.33,188.0,13.1,7.35,85.9,2.1,0.73,0.0,1.1,0.37,"August 08, 2004",21.0,Chelsea,England,Attacker,,,,,,,,
